No,Halaman,Tanggal,Waktu,TanggalWaktu,KodeEmiten,NamaEmiten,Judul,JudulFull,LinkUtama,JumlahLampiran,LampiranData,ScrapedAt
11,2,2026-02-10,20:36:46,2026-02-10 20:36:46,DEWI,DEWI,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [DEWI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/084d81c4e9_1caec69391.pdf,1,"[{""text"": ""20260210_DEWI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026804_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/da1b191068_9683ec041f.pdf"", ""filename"": ""20260210_DEWI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026804_lamp1.pdf""}]",2026-02-10T23:20:58.763114
12,2,2026-02-10,20:20:23,2026-02-10 20:20:23,XPIN,XPIN,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [XPIN ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/00029a87c5_125bd4bc08.pdf,3,"[{""text"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp3.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/367a8947e5_dc83a06cd3.xlsx"", ""filename"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp3.xlsx""}, {""text"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/776f4a1012_a9f7b2a1dd.pdf"", ""filename"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp2.pdf""}, {""text"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/a2d3bddaaa_59897f7135.pdf"", ""filename"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp1.pdf""}]",2026-02-10T23:20:58.826351
13,2,2026-02-10,20:19:17,2026-02-10 20:19:17,XBIN,XBIN,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [XBIN ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/92c1635c99_d14d7cfbbe.pdf,3,"[{""text"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp3.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/0a706021ac_3087116947.xlsx"", ""filename"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp3.xlsx""}, {""text"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/7e60c629ee_6610859dfc.pdf"", ""filename"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp2.pdf""}, {""text"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/fcec220e55_35411df4f1.pdf"", ""filename"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp1.pdf""}]",2026-02-10T23:20:58.886618
14,2,2026-02-10,20:18:42,2026-02-10 20:18:42,,,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [R-ABFII ],Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [R-ABFII ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/41b70880b7_88483df1f1.pdf,2,"[{""text"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/3ceab5bd9c_b3e6476133.pdf"", ""filename"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp1.pdf""}, {""text"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp2.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/49ece545a5_14d3e68ed6.xlsx"", ""filename"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp2.xlsx""}]",2026-02-10T23:20:58.941475
15,2,2026-02-10,20:03:30,2026-02-10 20:03:30,ASMI,ASMI,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [ASMI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/ccc9f50ef7_ce44cf817d.pdf,1,"[{""text"": ""20260210_ASMI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026795_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/03f1d7d13a_2f48f23ef1.pdf"", ""filename"": ""20260210_ASMI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026795_lamp1.pdf""}]",2026-02-10T23:20:58.976122
16,2,2026-02-10,19:57:30,2026-02-10 19:57:30,JRPT,JRPT,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [JRPT ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/a82e7ea2f2_b6621a766b.pdf,1,"[{""text"": ""20260210_JRPT_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026545_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/06aa605590_9e0765f3ca.pdf"", ""filename"": ""20260210_JRPT_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026545_lamp1.pdf""}]",2026-02-10T23:20:59.009261
17,2,2026-02-10,19:55:36,2026-02-10 19:55:36,XISI,XISI,Pengumuman Bursa Pencatatan Tambahan ETF,Pengumuman Bursa Pencatatan Tambahan ETF [XISI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/05d28bf981_847339b75c.pdf,1,"[{""text"": ""20260210_XISI_Pencatatan Awal//Tambahan ETF_32026614_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/caf662c619_dcaf64afca.pdf"", ""filename"": ""20260210_XISI_Pencatatan Awal//Tambahan ETF_32026614_lamp1.pdf""}]",2026-02-10T23:20:59.041140
18,2,2026-02-10,19:54:08,2026-02-10 19:54:08,HALO,HALO,Pencatatan Saham,Pencatatan Saham [HALO ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/e4397f5342_dc736290ac.pdf,1,"[{""text"": ""20260210_HALO_Pencatatan Saham Tambahan dari Konversi_32026595_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/fa04c6c4a6_cfeebae0d6.pdf"", ""filename"": ""20260210_HALO_Pencatatan Saham Tambahan dari Konversi_32026595_lamp1.pdf""}]",2026-02-10T23:20:59.072907
19,2,2026-02-10,19:52:53,2026-02-10 19:52:53,ISAP,ISAP,Pencatatan Saham,Pencatatan Saham [ISAP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/df2f761506_7cc3b7aea1.pdf,1,"[{""text"": ""20260210_ISAP_Pencatatan Saham Tambahan dari Konversi_32026576_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/781c2aa9d5_f7896985c2.pdf"", ""filename"": ""20260210_ISAP_Pencatatan Saham Tambahan dari Konversi_32026576_lamp1.pdf""}]",2026-02-10T23:20:59.104627
20,2,2026-02-10,19:51:39,2026-02-10 19:51:39,SMMF,SMMF,Jatuh Tempo Obligasi / Sukuk Korporasi,Jatuh Tempo Obligasi / Sukuk Korporasi [SMMF ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/896fa5820d_8feea531d8.pdf,2,"[{""text"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/7552f76dae_7e6874b7f8.pdf"", ""filename"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp1.pdf""}, {""text"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/b10bc7585a_30b5eb1b5a.pdf"", ""filename"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp2.pdf""}]",2026-02-10T23:20:59.146400
