date,sender_id,username,message
2026-01-27 10:46:12+00:00,8321171244,,tapi ya lumayan lah buat ngopi itu harusnya 😌
2026-01-27 10:45:54+00:00,8321171244,,receh sih cuma 71 lot
2026-01-27 10:44:37+00:00,5441005482,Gorgon76,
2026-01-27 10:44:23+00:00,5441005482,Gorgon76,Pasukan AVG DOWN CDIA gimana ini
2026-01-27 10:26:02+00:00,942175980,Nopriga,target 250
2026-01-27 10:21:16+00:00,5941994125,,Nyampek kepala 2?
2026-01-27 10:12:41+00:00,1425205719,Zaelani06,kayanya bakal bang
2026-01-27 10:06:40+00:00,5941994125,,BUMI dari 402 dipupuk tiap hari jadi 356... sekarang tu parkir di 344. Kira bakal ambles lagi gak ya besok?
2026-01-27 09:32:30+00:00,1310998532,,
2026-01-27 09:21:55+00:00,6326029070,,This
2026-01-27 09:15:31+00:00,7872765705,,
2026-01-27 06:35:24+00:00,8348398894,,JAST berusaha ara. 😁
2026-01-27 05:21:37+00:00,5753546439,Bing_Fu,Bgs mana ni gaes
2026-01-27 05:21:25+00:00,5753546439,Bing_Fu,
2026-01-27 05:21:25+00:00,5753546439,Bing_Fu,
2026-01-27 05:03:38+00:00,6334631366,Hasim0575,
2026-01-27 05:03:22+00:00,6334631366,Hasim0575,
2026-01-27 05:03:22+00:00,6334631366,Hasim0575,
2026-01-27 04:42:38+00:00,7777895044,,ngantri padi buat cl 😆
2026-01-27 04:36:20+00:00,8162297063,vaaaawwww,pada dlem semua bang😭
2026-01-27 04:08:16+00:00,7129871836,,Berpa lot ini
2026-01-27 03:48:27+00:00,6326029070,,"CDIA bagus, tpi agak offside dikit. Setelah itu Up"
2026-01-27 03:47:45+00:00,6326029070,,
2026-01-27 03:12:22+00:00,6984255583,,"mina kyknya bandar mau dpetin barang lagi,next nya lnsung di guyur lagi wkwk"
2026-01-27 03:11:36+00:00,6984255583,,buva smpet 1500an tdi skrg dh 1700
2026-01-27 02:48:27+00:00,1357476151,,Wkwkkwkw oke hold
2026-01-27 02:41:11+00:00,6728386888,Ry_yan33,yg nangkap mina di arb kemaren dah cuan
2026-01-27 02:38:07+00:00,6793647837,jikostg,BBCA ud waktunya serok belum ya?
2026-01-27 02:36:25+00:00,1845668474,Docniz17,Sedikit ini . Andry hakim nyangkut 35 M disaham om pp..😂😜
2026-01-27 02:35:14+00:00,6601252257,danyhamdalah,yg punya duit serok rmko kaga inihh????
2026-01-27 02:34:02+00:00,6601252257,danyhamdalah,"woyy laa, kuat amat lo, cl cl"
2026-01-27 02:33:19+00:00,6973520188,,yaa begitulah kondisi kesehatan
2026-01-27 02:31:04+00:00,6601252257,danyhamdalah,serok kaga ituhhh
2026-01-27 02:30:49+00:00,6601252257,danyhamdalah,
2026-01-27 02:28:45+00:00,6628678400,,banyak temennya banh😭😭🤣🤣🤣
2026-01-27 02:28:13+00:00,6973520188,,"anjayyy, menyambut Imlek 🔥😭"
2026-01-27 02:26:23+00:00,1310998532,,
2026-01-27 02:25:50+00:00,6628678400,,cewe mah portonya sm ky struk belanja bang🤣
2026-01-27 02:22:51+00:00,6893702925,,mangkanya jangan banyak” emiten🤣
2026-01-27 02:21:14+00:00,6208062182,fernndaanr,uninstall aja wkwkwk
2026-01-27 02:20:36+00:00,5078745631,,🤣🤣🤣
2026-01-27 02:20:31+00:00,5078745631,,Hold dongs
2026-01-27 02:20:23+00:00,6208062182,fernndaanr,masih hold ?
2026-01-27 02:20:04+00:00,6628678400,,gatau lg pasrah wwwkwk
2026-01-27 02:19:20+00:00,1357476151,,Inet hold apa gmn ni wkwkwk
2026-01-27 02:19:04+00:00,2099694154,meongbae,Apalah ini fp 50% tinggal 30%🥴
2026-01-27 02:14:49+00:00,6628678400,,INET APAALAGIII
2026-01-27 02:14:43+00:00,6628678400,,SAMA BANGG WKWKWW
2026-01-27 02:14:37+00:00,6450185035,,"Gtsi , bumi whattfk"
2026-01-27 02:14:12+00:00,6450185035,,Merah semua 🤧
2026-01-27 02:03:13+00:00,6260411357,iyahalookk,Ngeri bgt saham indo ini
2026-01-27 01:57:54+00:00,5901711445,bihasann,inpo min
2026-01-27 01:34:29+00:00,8321171244,,
2026-01-27 01:33:09+00:00,1866882666,,Nihh
2026-01-27 01:15:26+00:00,1067997946,mohamadbagusginanjar,"info CDIA abangku...
saya di average 1.449"
2026-01-27 00:16:57+00:00,1265481557,rvb1998,ada yang pegang emtk ?  😂
2026-01-26 22:47:04+00:00,8118264575,,
2026-01-26 22:10:52+00:00,1401956089,,infonya RMKO dong bg?
2026-01-26 19:18:38+00:00,6326029070,,"mungkin offside dulu ke 190, setelah itu bullys"
2026-01-26 16:23:51+00:00,475468141,nvalistiana,Ada yg pegang BOAT kah? Nyangkut di 220 diapain yak CL apa hold jangka panjang?
2026-01-26 15:36:25+00:00,6857533828,,Yg Holder MINA gimana guyss 😢
2026-01-26 15:29:43+00:00,1866716641,Dwi_Syarif_Hidayat84,Tinggi amat bang harga mentok nya tadi 480 ya kalau mau investing sih HOLD 6 bulan tadi pas di live😁
2026-01-26 15:16:13+00:00,8396795608,,Ada yg pake coin ga?
2026-01-26 15:14:09+00:00,8540635461,,Terjun ke 280 dulu itu udah jebol supot 2x
2026-01-26 15:13:27+00:00,8225830145,,
2026-01-26 15:13:00+00:00,6471685232,,
2026-01-26 15:12:43+00:00,7661493399,,ga pasang SL?
2026-01-26 15:12:35+00:00,1278229549,,
2026-01-26 15:12:25+00:00,1464132528,CGhufron,
2026-01-26 15:12:02+00:00,2064923962,,
2026-01-26 15:11:26+00:00,7661493399,,
2026-01-26 15:11:22+00:00,1205972840,pinda_as,
2026-01-26 15:11:02+00:00,1565725210,edi2307,
2026-01-26 15:06:24+00:00,8260887060,Faridhoakhsan,
2026-01-26 15:05:58+00:00,2001102673,,
2026-01-26 15:05:55+00:00,8074369628,PhyPou,
2026-01-26 15:05:26+00:00,1260942783,Bagasoe,
2026-01-26 15:04:49+00:00,6900687212,sf_strdl,
2026-01-26 15:04:38+00:00,5020248439,yamyuri,
2026-01-26 15:04:36+00:00,8332948018,,
2026-01-26 15:04:35+00:00,6540503569,,
2026-01-26 15:02:14+00:00,1967902516,adenghidayat89,
2026-01-26 15:01:27+00:00,8330760667,,
2026-01-26 15:00:27+00:00,8160561584,trasshioo,
2026-01-26 14:59:44+00:00,6545208151,,
2026-01-26 14:59:01+00:00,5434920806,amirulichsan,
2026-01-26 14:58:50+00:00,6334631366,Hasim0575,
2026-01-26 14:58:40+00:00,817188846,,
2026-01-26 14:57:08+00:00,7085783377,,
2026-01-26 14:53:55+00:00,8528726199,,
2026-01-26 14:51:31+00:00,5777227877,Kusuma_7777,
2026-01-26 14:51:08+00:00,2037655971,,
2026-01-26 14:50:13+00:00,8335313788,,
2026-01-26 14:48:47+00:00,6871320943,,
2026-01-26 14:46:07+00:00,8513758525,,
2026-01-26 14:46:07+00:00,6306159913,,
2026-01-26 14:43:53+00:00,5994300356,,
2026-01-26 14:42:56+00:00,1521642329,Triand_17,
2026-01-26 14:41:40+00:00,8269297507,,P
2026-01-26 14:40:43+00:00,8269297507,,
2026-01-26 14:40:41+00:00,7444475410,,
2026-01-26 14:39:33+00:00,5053450796,ikaRsari,
2026-01-26 14:39:20+00:00,5921832670,stwnind,
2026-01-26 14:39:17+00:00,1423279977,,
2026-01-26 14:39:17+00:00,6716931435,,
2026-01-26 14:39:09+00:00,8036984543,,
2026-01-26 14:39:09+00:00,1813439179,CallmeZippy,
2026-01-26 14:39:06+00:00,1286960322,fpontele,
2026-01-26 14:39:00+00:00,8396795608,,
2026-01-26 14:38:43+00:00,8180827040,,
2026-01-26 14:37:41+00:00,948873780,Ehfendi,
2026-01-26 14:37:27+00:00,5403188989,balmondsky,tambah muatan jelas
2026-01-26 14:37:16+00:00,7904843927,dotngedot,
2026-01-26 14:37:13+00:00,5319233899,,
2026-01-26 14:37:08+00:00,1547530130,,
2026-01-26 14:36:56+00:00,7826303282,,BUMI HOLD APA CL YA GUYS AVG 420😌
2026-01-26 14:36:05+00:00,790591569,,
2026-01-26 14:36:02+00:00,6561078247,,
2026-01-26 14:35:51+00:00,1071381965,schunar,
2026-01-26 14:35:43+00:00,6326029070,,
2026-01-26 14:35:32+00:00,7826303282,,
2026-01-26 14:35:19+00:00,7399423516,,
2026-01-26 14:35:18+00:00,8270595544,Supriezyolo,
2026-01-26 14:35:18+00:00,834991011,Madonng,
2026-01-26 14:35:15+00:00,1721792453,,
2026-01-26 14:35:15+00:00,6033529868,Witanti11217,
2026-01-26 14:35:08+00:00,7754423691,,
2026-01-26 14:35:06+00:00,8377989966,azanazavin,
2026-01-26 14:34:54+00:00,679296042,,
2026-01-26 14:34:49+00:00,719027844,Ranto13,
2026-01-26 14:34:48+00:00,5775398259,,
2026-01-26 14:34:48+00:00,8210520146,,
2026-01-26 14:34:48+00:00,1099733299,Tidakdiketahuisaatinii,
2026-01-26 14:34:47+00:00,8373102676,alvin_xy,
2026-01-26 14:34:46+00:00,7689968494,,
2026-01-26 14:34:46+00:00,8019548162,,
2026-01-26 14:34:42+00:00,1067997946,mohamadbagusginanjar,
2026-01-26 14:34:42+00:00,8219025988,,
2026-01-26 14:34:39+00:00,725744992,anincelin,
2026-01-26 14:34:38+00:00,7192614832,,
2026-01-26 14:34:37+00:00,6909760936,,
2026-01-26 14:34:35+00:00,8395754685,,
2026-01-26 14:34:35+00:00,8077974629,,
2026-01-26 14:34:35+00:00,1270664474,,
2026-01-26 14:34:35+00:00,1164820918,rhezafrmnsyah,
2026-01-26 14:34:34+00:00,93995320,hoegengg,
2026-01-26 14:34:34+00:00,7331837351,,
2026-01-26 14:34:34+00:00,6494658410,,
2026-01-26 14:34:34+00:00,1031676149,rakacukkk,
2026-01-26 14:34:33+00:00,1871141756,,
2026-01-26 14:34:32+00:00,1114902194,Suryaaanto,
2026-01-26 14:34:32+00:00,1718725609,Cocopindad,
2026-01-26 14:34:30+00:00,6666436132,Funnybearr10,
2026-01-26 14:34:29+00:00,8266842801,,
2026-01-26 14:34:27+00:00,774996098,triatbayu,
2026-01-26 14:34:26+00:00,1232547878,,
2026-01-26 14:34:25+00:00,987732436,CaptMajor,
2026-01-26 14:34:24+00:00,2032939268,didot1611,
2026-01-26 14:34:24+00:00,5025019505,,
2026-01-26 14:34:24+00:00,7366921380,Alvrzreal,
2026-01-26 14:34:23+00:00,7515796192,NauraYNR,
2026-01-26 14:34:21+00:00,1199743358,,
2026-01-26 14:34:21+00:00,6688250283,,
2026-01-26 14:34:20+00:00,8218068233,stevenlonteng,
2026-01-26 14:34:15+00:00,5055328649,taftanzani,
2026-01-26 14:34:12+00:00,528910096,,
2026-01-26 14:34:10+00:00,8256806914,,
2026-01-26 14:34:09+00:00,1583044088,,
2026-01-26 14:34:06+00:00,8154457881,,
2026-01-26 14:34:05+00:00,5358392755,,
2026-01-26 14:34:05+00:00,6469273688,,
2026-01-26 14:34:04+00:00,1206134935,Lailinakhwa,
2026-01-26 14:34:02+00:00,5561613663,kwxex28,
2026-01-26 14:33:58+00:00,1184893021,Cuanbos01,
2026-01-26 14:33:58+00:00,6948959466,,
2026-01-26 14:33:52+00:00,1696434156,Kinemon112,
2026-01-26 14:33:50+00:00,912834393,,
2026-01-26 14:33:48+00:00,1832253475,Yodi_Prasetyo,
2026-01-26 14:33:45+00:00,1378195691,lan1122334455,
2026-01-26 14:33:44+00:00,7136986471,iTrovny,
2026-01-26 14:31:10+00:00,5872592278,,
2026-01-26 14:30:36+00:00,8020821390,,
2026-01-26 14:30:24+00:00,1246957401,winnnnnn10,
2026-01-26 14:29:53+00:00,2044633157,,
2026-01-26 14:29:47+00:00,8491731737,Januarrr12,
2026-01-26 14:28:51+00:00,6814949272,Fahrull_k,
2026-01-26 14:27:19+00:00,938579772,,
2026-01-26 14:26:05+00:00,8181749529,,
2026-01-26 14:18:35+00:00,5096303751,heiszy,
2026-01-26 14:12:58+00:00,8512408496,,
2026-01-26 14:12:03+00:00,5189239797,Aly_Masud,
2026-01-26 14:11:37+00:00,925705216,Kusumo27,
2026-01-26 14:07:44+00:00,6699326687,,ada yang hold MAHA?
